FilePath,FileName,FileModifyDate,Frame
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000009.JPG,EK000009.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000009.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,EK000037.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000032.JPG,EK000032.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000032.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000046.JPG,EK000046.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000046.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000030.JPG,EK000030.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000030.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-161.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000023.AVI,EK000023.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000023-14683-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000023.AVI,EK000023.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000023-14683-161.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000035.AVI,EK000035.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000035.AVI,EK000035.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-96.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000051.AVI,EK000051.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000051.AVI,EK000051.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-161.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000055.AVI,EK000055.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000055.AVI,EK000055.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-161.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000015.AVI,EK000015.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000015-10744-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000015.AVI,EK000015.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000015-10744-96.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-159.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000027.AVI,EK000027.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000027-57033-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000027.AVI,EK000027.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000027-57033-161.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000071.AVI,EK000071.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000071.AVI,EK000071.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-161.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000043.AVI,EK000043.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000043-43094-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000043.AVI,EK000043.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000043-43094-96.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000063.AVI,EK000063.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000063-96301-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000063.AVI,EK000063.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000063-96301-96.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000075.AVI,EK000075.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000075-90210-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000075.AVI,EK000075.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000075-90210-96.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000031.AVI,EK000031.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000031.AVI,EK000031.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-96.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000067.AVI,EK000067.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000067-82945-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000067.AVI,EK000067.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000067-82945-96.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000059.AVI,EK000059.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000059.AVI,EK000059.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-161.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-159.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-0.jpg
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000019.AVI,EK000019.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000019-23318-161.jpg
