FilePath,FileName,FileModifyDate,Frame,file,max_detection_conf,category,conf,bbox1,bbox2,bbox3,bbox4
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000072.JPG,EK000072.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000072.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000072.JPG,0.968,1,0.00827,0.8514,0.5915,0.07138,0.04166
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000072.JPG,EK000072.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000072.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000072.JPG,0.968,1,0.968,0.3774,0.3447,0.223,0.2434
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000068.JPG,EK000068.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000068.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000068.JPG,0.972,1,0.972,0.2012,0.7867,0.1568,0.1715
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000073.JPG,EK000073.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000073.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000073.JPG,0.962,1,0.0125,0.8514,0.5915,0.07077,0.04125
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000073.JPG,EK000073.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000073.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000073.JPG,0.962,1,0.962,0.3412,0.3549,0.2193,0.2455
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,EK000038.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,0.649,1,0.00664,0.5955,0.4432,0.02175,0.02246
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,EK000038.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,0.649,1,0.0304,0.2334,0.5653,0.1418,0.1429
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,EK000038.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,0.649,1,0.0765,0.2512,0.5625,0.04319,0.04861
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,EK000038.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,0.649,1,0.649,0.5517,0.4669,0.05208,0.06413
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000017.JPG,EK000017.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000017.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000017.JPG,0.00857,1,0.00857,0.3406,0.4681,0.04013,0.02
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000070.JPG,EK000070.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000070.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000070.JPG,0.895,1,0.895,0.1801,0.9015,0.1357,0.05718
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000025.JPG,EK000025.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000025.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000025.JPG,0.327,1,0.0751,0.02,0.8398,0.02,0.1123
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000025.JPG,EK000025.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000025.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000025.JPG,0.327,1,0.327,0.6268,0.7524,0.1329,0.08537
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000020.JPG,EK000020.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000020.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000020.JPG,0.0209,1,0.0209,0.6127,0.4538,0.03829,0.03145
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,EK000021.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,0.0274,1,0.0127,0.5793,0.4526,0.0674,0.03227
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,EK000021.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,0.0274,1,0.0176,0.3446,0.4652,0.03553,0.02532
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,EK000021.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,0.0274,1,0.0274,0.6133,0.4538,0.03707,0.03186
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000057.JPG,EK000057.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000057.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000057.JPG,0.0433,1,0.0433,0.3164,0.4742,0.05729,0.02941
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000034.JPG,EK000034.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000034.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000034.JPG,0.925,1,0.925,0.4889,0.3174,0.1366,0.1021
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,EK000016.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,0.00744,1,0.00642,0.25,0.5931,0.06893,0.1184
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,EK000016.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,0.00744,1,0.007,0.5952,0.4052,0.03768,0.03267
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,EK000016.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,0.00744,1,0.00744,0.3419,0.4685,0.0386,0.02
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,EK000060.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,0.697,1,0.00518,0.02,0.3218,0.05177,0.1997
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,EK000060.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,0.697,1,0.00929,0.02,0.3137,0.05361,0.4293
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,EK000060.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,0.697,1,0.697,0.02,0.3243,0.05177,0.08578
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000066.JPG,EK000066.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000066.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000066.JPG,0.911,1,0.911,0.1464,0.4509,0.08057,0.1156
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000056.JPG,EK000056.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000056.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000056.JPG,0.0186,1,0.0186,0.3201,0.4746,0.0533,0.02696
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000028.JPG,EK000028.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000028.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000028.JPG,0.942,1,0.942,0.02,0.3974,0.204,0.1605
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000008.JPG,EK000008.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000008.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000008.JPG,0.96,2,0.907,0.6384,0.1646,0.1262,0.174
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000008.JPG,EK000008.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000008.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000008.JPG,0.96,2,0.96,0.02,0.02,0.98,0.9562
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,EK000049.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,0.0247,1,0.00526,0.5389,0.4767,0.07475,0.04044
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,EK000049.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,0.0247,1,0.00566,0.3253,0.4718,0.05055,0.03022
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,EK000049.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,0.0247,1,0.0148,0.2012,0.4011,0.05392,0.03962
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,EK000049.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,0.0247,1,0.0247,0.3602,0.5249,0.05484,0.06045
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,EK000018.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,0.125,1,0.00688,0.25,0.5923,0.06954,0.1143
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,EK000018.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,0.125,1,0.0108,0.5465,0.4121,0.03523,0.02491
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,EK000018.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,0.125,1,0.0111,0.3428,0.4685,0.03768,0.02001
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,EK000018.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,0.125,1,0.125,0.5952,0.4056,0.03768,0.03431
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000013.JPG,EK000013.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000013.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000013.JPG,0.949,1,0.949,0.177,0.1172,0.5382,0.5657
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,EK000044.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,0.764,1,0.00532,0.2818,0.5927,0.03737,0.03594
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,EK000044.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,0.764,1,0.0649,0.2503,0.5645,0.04779,0.04901
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,EK000044.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,0.764,1,0.764,0.2319,0.5972,0.08547,0.1111
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000029.JPG,EK000029.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000029.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000029.JPG,0.868,1,0.868,0.02,0.3917,0.1905,0.1674
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000045.JPG,EK000045.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000045.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000045.JPG,0.798,1,0.258,0.2506,0.5641,0.0484,0.04983
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000045.JPG,EK000045.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000045.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000045.JPG,0.798,1,0.798,0.2334,0.6033,0.07812,0.1025
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000064.JPG,EK000064.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000064.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000064.JPG,0.898,1,0.898,0.1482,0.4456,0.0772,0.1168
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,EK000074.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,0.963,1,0.00518,0.1283,0.8125,0.1639,0.1339
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,EK000074.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,0.963,1,0.0144,0.8517,0.5906,0.07046,0.04248
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,EK000074.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,0.963,1,0.963,0.3134,0.3525,0.2043,0.2504
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000053.JPG,EK000053.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000053.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000053.JPG,0.0363,1,0.0363,0.639,0.5379,0.08241,0.0821
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000012.JPG,EK000012.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000012.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000012.JPG,0.977,1,0.977,0.1807,0.1151,0.4601,0.5359
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000014.JPG,EK000014.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000014.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000014.JPG,0.974,1,0.974,0.181,0.1176,0.5677,0.5686
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000058.JPG,EK000058.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000058.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000058.JPG,0.0666,1,0.0666,0.3189,0.4738,0.05422,0.02818
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000040.JPG,EK000040.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000040.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000040.JPG,0.00685,1,0.00685,0.7441,0.549,0.06372,0.09191
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,EK000052.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,0.0406,1,0.00503,0.2392,0.6066,0.09497,0.1102
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,EK000052.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,0.0406,1,0.0141,0.9617,0.6805,0.03829,0.129
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,EK000052.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,0.0406,1,0.0406,0.6381,0.5375,0.08394,0.07516
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000033.JPG,EK000033.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000033.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000033.JPG,0.928,1,0.928,0.4761,0.3198,0.1167,0.1053
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000048.JPG,EK000048.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000048.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000048.JPG,0.00622,1,0.00605,0.5392,0.4775,0.07751,0.04125
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000048.JPG,EK000048.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000048.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000048.JPG,0.00622,1,0.00622,0.3164,0.4714,0.05943,0.03145
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000065.JPG,EK000065.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000065.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000065.JPG,0.915,1,0.915,0.1464,0.4517,0.08057,0.1147
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000069.JPG,EK000069.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000069.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000069.JPG,0.945,1,0.945,0.2365,0.8402,0.132,0.1184
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000024.JPG,EK000024.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000024.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000024.JPG,0.22,1,0.0371,0.02,0.8394,0.02,0.1131
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000024.JPG,EK000024.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000024.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000024.JPG,0.22,1,0.22,0.6265,0.7524,0.1335,0.08333
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,EK000054.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,0.0621,1,0.00635,0.5459,0.4812,0.0386,0.03839
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,EK000054.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,0.0621,1,0.0077,0.7527,0.5751,0.02941,0.05759
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,EK000054.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,0.0621,1,0.00879,0.3394,0.4738,0.03799,0.0437
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,EK000054.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,0.0621,1,0.014,0.6277,0.7647,0.14,0.1
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,EK000054.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,0.0621,1,0.0621,0.64,0.5371,0.08792,0.08782
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000009.JPG,EK000009.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000009.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000009.JPG,0.918,2,0.503,0.02,0.02,0.7833,0.9444
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000009.JPG,EK000009.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000009.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000009.JPG,0.918,2,0.918,0.6366,0.1213,0.1292,0.2218
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,EK000037.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,0.792,1,0.00609,0.7454,0.4995,0.06709,0.04452
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,EK000037.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,0.792,1,0.214,0.249,0.562,0.04503,0.05106
